148.3535968,-0.56998091,0.007035318,-0.043383982,-0.038292006,0.000470857,0.000167028,0.000396296,-0.00000874,128.9438902,0.000244211,0.010964496,-0.035964555,0.044092619,-0.000256827,-0.000186985,-0.000175937,-0.00000234,71.97408824,0.434704472,-0.283278464,-0.280516004,-0.093574216,-0.000459761,0.000209523,0.000480599,0.0000297
144.9895675,-0.703354265,0.005680122,0.107617428,-0.037978781,0.000640773,0.00016836,0.000191425,-0.000026,219.5841817,-0.201404198,-0.007226215,-0.214243312,0.033508226,-0.0001,-0.000121872,0.000139653,0.0000169,92.45551105,0.444790718,-0.252855467,-0.388843563,-0.129181784,-0.000489719,0.000181322,0.000681666,0.0000451
90.50524236,-0.509884496,0.020184955,0.005818695,-0.053312428,0.000507846,0.000114335,0.000451835,-0.00000369,272.3835374,-0.418636835,0.00330402,-0.210622759,0.00772133,0.000121121,-0.0000918,0.000157652,0.0000374,147.0155557,0.252732643,-0.236607693,-0.341353455,-0.162644751,-0.000328777,0.000194329,0.000598957,0.0000424
49.00452028,-0.483454791,0.010771968,0.109966386,-0.031501264,0.000541383,0.000119743,0.000340114,-0.0000409,275.8157425,-0.395308643,-0.006195268,-0.302779445,0.007519135,0.000104874,-0.000045,0.000357481,0.0000266,145.2945905,0.260759422,-0.228308763,-0.249943643,-0.188993153,-0.000368559,0.000221547,0.00043918,0.0000222
20.75931697,-0.296378185,0.014495182,-0.077003068,-0.038731585,0.000378242,0.0000992,0.000749528,-0.0000336,309.2363669,-0.579251105,0.006638322,-0.308003488,-0.024492298,0.000354434,-0.0000529,0.000420909,0.0000643,140.0663196,0.225392077,-0.211405366,-0.052975877,-0.229414575,-0.000365142,0.000236067,0.000105131,0.00000917
106.7584398,-0.116726958,-0.007313865,-1.12610779,0.043783738,0.00019235,0.0000733,0.002695379,-0.0000995,232.6069116,-0.07989533,-0.006208664,-0.514977493,0.020467766,-0.000308578,0.000036,0.000877612,-0.0000459,-15.69973375,0.625201937,-0.414730962,-0.03389493,0.346666562,-0.000932995,0.000581404,0.000145476,-0.000769607
-13.01657058,0.224280905,0.04165304,-0.523430113,-0.099380478,-0.000361338,-0.0000135,0.001670528,0.0000819,50.49503426,0.392029892,-0.016689431,0.188765498,0.091095251,-0.001173654,0.0000712,-0.000251027,-0.000153558,-40.04226782,0.702571752,-0.17484228,0.931871628,-0.338181386,-0.001267559,0.000164216,-0.001573145,0.0000866
-4.345328366,0.247389523,0.039072469,-0.582354305,-0.106236709,-0.000476712,0.0000119,0.001840161,0.0000668,-91.78368985,0.253242606,-0.022458891,1.295624189,0.146747611,-0.001102737,0.000154468,-0.002034659,-0.000299247,-68.72789194,0.576484576,-0.158357358,1.446238792,-0.399531054,-0.00124888,0.000134821,-0.002441288,0.000127057
-73.15623499,0.055302898,0.02653461,-0.053257137,-0.02911618,-0.000119321,0.0000343,0.000991906,-0.0000384,-48.05477022,0.049275412,-0.003723084,1.227601855,0.066697387,-0.000860729,0.000123671,-0.001760056,-0.000200304,-0.330434819,0.291248239,-0.158821338,1.330498486,-0.439991801,-0.000842688,0.000136469,-0.002194342,0.000145432
-77.13696194,0.101095528,-0.01296159,-0.222196292,0.142140718,-0.000334212,0.000207366,0.001384874,-0.000372908,-145.330772,-0.05056204,-0.069212415,1.508285916,0.425984693,-0.000861668,0.000326097,-0.002001285,-0.000750092,14.77653067,0.126466513,-0.158360879,1.480368893,-0.525723377,-0.000562704,0.000126665,-0.002414817,0.000231533
343.7141749,0.032294045,-0.014050894,-3.096630096,0.097326163,-0.000143357,0.00014904,0.006400222,-0.000254343,-51.25451784,-0.157389712,-0.038800193,1.12017402,0.153942673,-0.000771456,0.000183715,-0.001145189,-0.000313454,24.25306735,0.039493319,-0.123707818,1.771923037,-0.774153307,-0.00034804,0.0000132,-0.002923885,0.000569987
218.6627505,-1.002442362,0.000504545,0.377736458,-0.037647413,0.000837876,0.000112488,-0.0003477,-0.000000615,138.0819624,0.043319743,0.007928371,-0.21152098,0.052882412,-0.000301096,-0.000154579,0.000171848,-0.0000161,190.9261698,-0.204847431,-0.368677485,0.162056355,-0.073207798,0.000115926,0.00030377,-0.000242915,0.0000141
124.637605,-0.893671481,-0.011299515,0.594602083,-0.026923405,0.00081557,0.000122482,-0.000610243,-0.0000206,212.1815674,-0.162734601,-0.026091187,-0.221897927,0.043658793,-0.000150831,-0.0000343,0.000173947,-0.0000163,159.3791993,-0.129617268,-0.366372827,0.247361175,-0.099181987,0.0000488,0.000399386,-0.000375895,-0.0000163
52.19412563,-0.868948139,-0.016609106,0.819191458,-0.011556799,0.000878626,0.0000929,-0.000885993,-0.0000291,365.2630771,-0.752849418,0.007616097,-0.272367265,0.006187793,0.000453033,-0.0000472,0.000254658,0.0000166,89.8347772,0.0331547,-0.334758817,0.433590844,-0.131741785,-0.000111854,0.000378585,-0.000650615,-0.0000181
26.250722,-0.892018268,-0.004837122,0.855913943,-0.014971337,0.001001903,0.0000932,-0.000894737,-0.0000437,442.4939221,-1.00634782,-0.008824942,-0.454952357,0.008564319,0.000775504,0.0000126,0.000557673,-0.00000327,68.36448883,0.18158533,-0.287532269,0.439521555,-0.19317764,-0.0002991,0.000324742,-0.000667554,0.0000152
-217.5440084,0.042547686,-0.018329262,1.056195729,0.020068218,-0.0000789,0.000101747,-0.001148595,-0.0000858,-162.005642,0.679653185,0.0234173,1.146594791,-0.036502914,-0.001304983,-0.0000799,-0.001847195,0.000084,61.89341911,0.099958458,-0.233773093,0.682599249,-0.289584683,-0.000223106,0.000199568,-0.001037879,0.000132277
-150.5539352,0.04674247,-0.045911788,0.549633678,0.077854926,-0.0000788,0.000114559,-0.000314582,-0.000134846,41.49411215,1.114680908,-0.037781651,-0.544551373,0.092772246,-0.002120151,0.000133394,0.000830092,-0.000169248,-60.03335993,-0.080061935,-0.413372729,1.181359457,0.12129455,0.000101342,0.000213031,-0.001740809,-0.000225974
-297.7449963,0.112271499,-0.082303891,1.305106734,0.192998786,-0.000210943,0.000288933,-0.001423534,-0.00037125,325.9483483,-2.244648892,-0.002496456,0.99097067,0.007400116,0.003168666,-0.0000639,-0.001462601,0.0000468,-57.28767485,0.160120332,-0.217264199,1.427313103,-0.327122688,-0.000336793,0.000104687,-0.00216801,0.000158447
